1,2012-02-27,1
2,2012-03-02,2
3,2012-02-28,3
4,2012-03-01,4
5,2012-02-29,5
6,2012-03-01,6
7,2012-02-29,7
8,2012-02-28,8
9,2012-03-01,9
10,2012-03-03,10
11,2012-03-03,11
12,2012-03-02,12
13,2012-03-03,13
14,2012-02-29,14
15,2012-02-29,15
16,2012-02-28,16
17,2012-02-29,17
18,2012-03-04,18
19,2012-02-29,19
20,2012-03-01,20
21,2012-03-01,21
22,2012-02-27,22
23,2012-03-05,23
24,2012-03-01,24
25,2012-03-03,25
26,2012-03-03,26
27,2012-03-01,27
28,2012-02-27,28
29,2012-02-29,29
30,2012-03-04,30
31,2012-02-29,31
32,2012-03-04,32
33,2012-03-03,33
34,2012-03-04,34
35,2012-03-03,35
36,2012-03-01,36
37,2012-03-01,37
38,2012-03-02,38
39,2012-03-02,39
40,2012-02-28,40
41,2012-03-01,41
42,2012-03-02,42
43,2012-02-27,43
44,2012-03-05,44
45,2012-03-02,45
46,2012-03-05,46
47,2012-03-01,47
48,2012-03-03,48
49,2012-03-02,49
50,2012-03-05,50
51,2012-03-05,51
52,2012-03-04,52
53,2012-03-06,53
54,2012-02-29,54
55,2012-03-05,55
56,2012-03-02,56
57,2012-02-29,57
58,2012-03-01,58
59,2012-02-29,59
60,2012-03-03,60
61,2012-03-05,61
62,2012-03-04,62
63,2012-03-01,63
64,2012-03-06,64
65,2012-03-02,65
66,2012-03-04,66
67,2012-03-03,67
68,2012-03-05,68
69,2012-03-04,69
70,2012-03-03,70
71,2012-03-01,71
72,2012-03-06,72
73,2012-03-02,73
74,2012-03-01,74
75,2012-03-04,75
76,2012-02-29,76
77,2012-03-03,77
78,2012-02-28,78
79,2012-03-03,79
80,2012-02-29,80
81,2012-03-01,81
82,2012-03-02,82
83,2012-02-29,83
84,2012-02-28,84
85,2012-03-01,85
86,2012-03-01,86
87,2012-03-05,87
88,2012-03-03,88
89,2012-02-29,89
90,2012-03-03,90
91,2012-03-06,91
92,2012-03-01,92
93,2012-03-06,93
94,2012-03-06,94
95,2012-02-29,95
96,2012-02-28,96
97,2012-03-05,97
98,2012-03-06,98
99,2012-03-02,99
100,2012-03-01,100
101,2012-03-04,101
102,2012-03-01,102
103,2012-03-01,103
104,2012-03-04,104
105,2012-03-06,105
106,2012-03-05,106
107,2012-03-04,107
108,2012-03-08,108
109,2012-03-05,109
110,2012-03-01,110
111,2012-03-01,111
112,2012-03-03,112
113,2012-03-07,113
114,2012-03-07,114
115,2012-03-04,115
116,2012-03-03,116
117,2012-03-03,117
118,2012-03-06,118
119,2012-03-03,119
120,2012-03-03,120
121,2012-03-03,121
122,2012-03-01,122
123,2012-03-05,123
124,2012-03-01,124
125,2012-03-01,125
126,2012-03-02,126
127,2012-03-08,127
128,2012-03-04,128
129,2012-03-03,129
130,2012-03-07,130
131,2012-03-05,131
132,2012-03-04,132
133,2012-03-01,133
134,2012-03-05,134
135,2012-03-03,135
136,2012-03-07,136
137,2012-03-06,137
138,2012-03-06,138
139,2012-03-07,139
140,2012-03-04,140
141,2012-03-07,141
142,2012-03-02,142
143,2012-03-04,143
144,2012-03-04,144
145,2012-03-06,145
146,2012-03-02,146
147,2012-03-03,147
148,2012-03-01,148
149,2012-03-06,149
150,2012-03-05,150
151,2012-03-01,151
152,2012-03-02,152
153,2012-03-08,153
154,2012-03-04,154
155,2012-03-06,155
156,2012-03-07,156
157,2012-03-06,157
158,2012-03-06,158
159,2012-03-10,159
160,2012-03-05,160
161,2012-03-10,161
162,2012-03-10,162
163,2012-03-03,163
164,2012-03-03,164
165,2012-03-07,165
166,2012-03-05,166
167,2012-03-05,167
168,2012-03-08,168
169,2012-03-05,169
170,2012-03-04,170
171,2012-03-06,171
172,2012-03-04,172
173,2012-03-09,173
174,2012-03-06,174
175,2012-03-03,175
176,2012-03-05,176
177,2012-03-05,177
178,2012-03-09,178
179,2012-03-06,179
